Idaho,Minidoka County,20063
Idaho,Nez Perce County,39265
Idaho,Oneida County,4286
Idaho,Owyhee County,11526
Idaho,Payette County,22623
Idaho,Power County,7817
Idaho,Shoshone County,12765
Idaho,Teton County,10170
Idaho,Twin Falls County,77230
Idaho,Valley County,9862
Idaho,Washington County,10198
Illinois,Adams County,67103
Illinois,Alexander County,8238
Illinois,Bond County,17768
Illinois,Boone County,54167
Illinois,Brown County,6937
Illinois,Bureau County,34978
Illinois,Calhoun County,5089
Illinois,Carroll County,15388
Illinois,Cass County,13638
Illinois,Champaign County,201081
Illinois,Christian County,34800
Illinois,Clark County,16335
Illinois,Clay County,13815
Illinois,Clinton County,37762
Illinois,Coles County,53873
Illinois,Cook County,5195022
Illinois,Crawford County,19817
Illinois,Cumberland County,11048
Illinois,DeKalb County,105160
Illinois,De Witt County,16561
Illinois,Douglas County,19982
Illinois,DuPage County,916892
Illinois,Edgar County,18576
Illinois,Edwards County,6721
Illinois,Effingham County,34242
Illinois,Fayette County,22142
Illinois,Ford County,14081
Illinois,Franklin County,39989
Illinois,Fulton County,37069
Illinois,Gallatin County,5589
Illinois,Greene County,13886
Illinois,Grundy County,50063
Illinois,Hamilton County,8457
Illinois,Hancock County,19104
Illinois,Hardin County,4320
Illinois,Henderson County,7328
Illinois,Henry County,50485
Illinois,Iroquois County,29718
Illinois,Jackson County,60218
Illinois,Jasper County,9698
Illinois,Jefferson County,38825
Illinois,Jersey County,22985
Illinois,Jo Daviess County,22677
Illinois,Johnson County,12582
Illinois,Kane County,515306
Illinois,Kankakee County,113449
Illinois,Kendall County,114721
Illinois,Knox County,52919
Illinois,Lake County,703409
Illinois,LaSalle County,113922
Illinois,Lawrence County,16903
Illinois,Lee County,36031
Illinois,Livingston County,38950
Illinois,Logan County,30305
Illinois,McDonough County,32612
Illinois,McHenry County,308826
Illinois,McLean County,169572
Illinois,Macon County,110768
Illinois,Macoupin County,47765
Illinois,Madison County,269328
Illinois,Marion County,39437
Illinois,Marshall County,12640
Illinois,Mason County,14666
Illinois,Massac County,15429
Illinois,Menard County,12705
Illinois,Mercer County,16434
Illinois,Monroe County,32957
Illinois,Montgomery County,30104
Illinois,Morgan County,35551
Illinois,Moultrie County,14846
Illinois,Ogle County,53497
Illinois,Peoria County,186494
Illinois,Perry County,22350
Illinois,Piatt County,16727
Illinois,Pike County,16430
Illinois,Pope County,4470
Illinois,Pulaski County,6161
Illinois,Putnam County,6006
Illinois,Randolph County,33476
Illinois,Richland County,16233
Illinois,Rock Island County,147546
Illinois,St. Clair County,270063
Illinois,Saline County,24913
Illinois,Sangamon County,197465
Illinois,Schuyler County,7544
Illinois,Scott County,5355
Illinois,Shelby County,22363
Illinois,Stark County,5994
Illinois,Stephenson County,47711
Illinois,Tazewell County,135394
Illinois,Union County,17808
Illinois,Vermilion County,81625
Illinois,Wabash County,11947
Illinois,Warren County,17710
Illinois,Washington County,14716
Illinois,Wayne County,16760
Illinois,White County,14665
Illinois,Whiteside County,58498
Illinois,Will County,677574
Illinois,Williamson County,66362
Illinois,Winnebago County,295264
Illinois,Woodford County,38664
Indiana,Adams County,34387
Indiana,Allen County,355327
Indiana,Bartholomew County,76786
Indiana,Benton County,8836
Indiana,Blackford County,12766
Indiana,Boone County,56638
Indiana,Brown County,15242
Indiana,Carroll County,20159
Indiana,Cass County,38966
Indiana,Clark County,110234
Indiana,Clay County,26887
Indiana,Clinton County,33219
Indiana,Crawford County,10713
Indiana,Daviess County,31654
Indiana,Dearborn County,50047
Indiana,Decatur County,25740
Indiana,DeKalb County,42223
Indiana,Delaware County,117671
Indiana,Dubois County,41889
Indiana,Elkhart County,197561
Indiana,Fayette County,24302
Indiana,Floyd County,74578
Indiana,Fountain County,17238
Indiana,Franklin County,23087
Indiana,Fulton County,20836
Indiana,Gibson County,33503
Indiana,Grant County,70063
Indiana,Greene County,33164
Indiana,Hamilton County,274569
Indiana,Hancock County,70045
Indiana,Harrison County,39364
Indiana,Hendricks County,145412
Indiana,Henry County,49462
Indiana,Howard County,82752
Indiana,Huntington County,37124
Indiana,Jackson County,42380
Indiana,Jasper County,33478
Indiana,Jay County,21253
Indiana,Jefferson County,32428
Indiana,Jennings County,28525
Indiana,Johnson County,139867
Indiana,Knox County,38440
Indiana,Kosciusko County,77356
Indiana,LaGrange County,37130
Indiana,Lake County,496069
Indiana,LaPorte County,111467
Indiana,Lawrence County,46129
Indiana,Madison County,131636
Indiana,Marion County,903389
Indiana,Marshall County,47047
Indiana,Martin County,10378
Indiana,Miami County,36903
Indiana,Monroe County,137959
Indiana,Montgomery County,38126
Indiana,Morgan County,68939
Indiana,Newton County,14244
Indiana,Noble County,47536
Indiana,Ohio County,6128
Indiana,Orange County,19840
Indiana,Owen County,21583
Indiana,Parke County,17354
Indiana,Perry County,19338
Indiana,Pike County,12844
Indiana,Porter County,164347
Indiana,Posey County,25910
Indiana,Pulaski County,13402
Indiana,Putnam County,37952
Indiana,Randolph County,26171
Indiana,Ripley County,28818
Indiana,Rush County,17392
Indiana,St. Joseph County,266929
Indiana,Scott County,24181
Indiana,Shelby County,44393
Indiana,Spencer County,20952
Indiana,Starke County,23363
Indiana,Steuben County,34183
Indiana,Sullivan County,21475
Indiana,Switzerland County,10613
Indiana,Tippecanoe County,172803
Indiana,Tipton County,15936
Indiana,Union County,7516
Indiana,Vanderburgh County,179703
Indiana,Vermillion County,16212
Indiana,Vigo County,107848
Indiana,Wabash County,32888
Indiana,Warren County,8508
Indiana,Warrick County,59689
Indiana,Washington County,28262
Indiana,Wayne County,69003
Indiana,Wells County,27636
Indiana,White County,24643
Indiana,Whitley County,33291
Iowa,Adair County,7682
Iowa,Adams County,4029
Iowa,Allamakee County,14328
Iowa,Appanoose County,12887
Iowa,Audubon County,6119
Iowa,Benton County,26076
Iowa,Black Hawk County,131090
Iowa,Boone County,26306
Iowa,Bremer County,24276
Iowa,Buchanan County,20958
Iowa,Buena Vista County,20260
Iowa,Butler County,14867
Iowa,Calhoun County,10177
Iowa,Carroll County,20816
Iowa,Cass County,13956
Iowa,Cedar County,18495
Iowa,Cerro Gordo County,44151
Iowa,Cherokee County,12072
Iowa,Chickasaw County,12439
Iowa,Clarke County,9286
Iowa,Clay County,16667
Iowa,Clayton County,18129
Iowa,Clinton County,49116
Iowa,Crawford County,17096
Iowa,Dallas County,66137
Iowa,Davis County,8753
Iowa,Decatur County,8457
Iowa,Delaware County,17764
Iowa,Des Moines County,40325
Iowa,Dickinson County,16667
Iowa,Dubuque County,93653
Iowa,Emmet County,10302
Iowa,Fayette County,20880
Iowa,Floyd County,16303
Iowa,Franklin County,10680
Iowa,Fremont County,7441
Iowa,Greene County,9337
Iowa,Grundy County,12453
Iowa,Guthrie County,10954
Iowa,Hamilton County,15673
Iowa,Hancock County,11341
Iowa,Hardin County,17534
Iowa,Harrison County,14937
Iowa,Henry County,20145
Iowa,Howard County,9566
Iowa,Humboldt County,9814
Iowa,Ida County,7089
Iowa,Iowa County,16355
Iowa,Jackson County,19848
Iowa,Jasper County,36842
Iowa,Jefferson County,16843
Iowa,Johnson County,130882
Iowa,Jones County,20638
Iowa,Keokuk County,10511
Iowa,Kossuth County,15543
Iowa,Lee County,35862
Iowa,Linn County,211226
Iowa,Louisa County,11387
Iowa,Lucas County,8898
Iowa,Lyon County,11581
Iowa,Madison County,15679
Iowa,Mahaska County,22381
Iowa,Marion County,33309
Iowa,Marshall County,40648
Iowa,Mills County,15059
Iowa,Mitchell County,10772
Iowa,Monona County,9243
Iowa,Monroe County,7970
Iowa,Montgomery County,10740
Iowa,Muscatine County,42749
Iowa,O'Brien County,14398
Iowa,Osceola County,6462
Iowa,Page County,15943
Iowa,Palo Alto County,9421
Iowa,Plymouth County,24981
Iowa,Pocahontas County,7310
Iowa,Polk County,430635
Iowa,Pottawattamie County,93149
Iowa,Poweshiek County,18914
Iowa,Ringgold County,5131
Iowa,Sac County,10350
Iowa,Scott County,165224
Iowa,Shelby County,12167
Iowa,Sioux County,33704
Iowa,Story County,89542
Iowa,Tama County,17767
Iowa,Taylor County,6317
Iowa,Union County,12534
Iowa,Van Buren County,7570
Iowa,Wapello County,35625
Iowa,Warren County,46228
Iowa,Washington County,21704
Iowa,Wayne County,6403
Iowa,Webster County,38013
Iowa,Winnebago County,10866
Iowa,Winneshiek County,21058
Iowa,Woodbury County,102177
Iowa,Worth County,7598
Iowa,Wright County,13229
Kansas,Allen County,13371
Kansas,Anderson County,8102
Kansas,Atchison County,16924
Kansas,Barber County,4861
Kansas,Barton County,27674
Kansas,Bourbon County,15173
Kansas,Brown County,9984
Kansas,Butler County,65880
Kansas,Chase County,2790
Kansas,Chautauqua County,3669
Kansas,Cherokee County,21603
Kansas,Cheyenne County,2726
Kansas,Clark County,2215
Kansas,Clay County,8535
Kansas,Cloud County,9533
Kansas,Coffey County,8601
Kansas,Comanche County,1891
Kansas,Cowley County,36311
Kansas,Crawford County,39134
Kansas,Decatur County,2961
Kansas,Dickinson County,19754
Kansas,Doniphan County,7945
Kansas,Douglas County,110826
Kansas,Edwards County,3037
Kansas,Elk County,2882
Kansas,Ellis County,28452
Kansas,Ellsworth County,6497
Kansas,Finney County,36776
Kansas,Ford County,33848
Kansas,Franklin County,25996
Kansas,Geary County,34362
Kansas,Gove County,2695
Kansas,Graham County,2597
Kansas,Grant County,7829
Kansas,Gray County,6006
Kansas,Greeley County,1247
Kansas,Greenwood County,6689
Kansas,Hamilton County,2690
Kansas,Harper County,6034
Kansas,Harvey County,34684
Kansas,Haskell County,4256
Kansas,Hodgeman County,1916
Kansas,Jackson County,13462
Kansas,Jefferson County,19124
Kansas,Jewell County,3077
Kansas,Johnson County,544179
Kansas,Kearny County,3977
Kansas,Kingman County,7858
Kansas,Kiowa County,2553
Kansas,Labette County,21607
Kansas,Lane County,1750
Kansas,Leavenworth County,76227
Kansas,Lincoln County,3241
Kansas,Linn County,9656
Kansas,Logan County,2756
Kansas,Lyon County,33690
Kansas,McPherson County,29180
Kansas,Marion County,12660
Kansas,Marshall County,10117
Kansas,Meade County,4575
Kansas,Miami County,32783
Kansas,Mitchell County,6373
Kansas,Montgomery County,35471
Kansas,Morris County,5923
Kansas,Morton County,3233
Kansas,Nemaha County,10178
Kansas,Neosho County,16512
Kansas,Ness County,3107
Kansas,Norton County,5671
Kansas,Osage County,16295
Kansas,Osborne County,3858
Kansas,Ottawa County,6091
Kansas,Pawnee County,6973
Kansas,Phillips County,5642
Kansas,Pottawatomie County,21604
Kansas,Pratt County,9656
Kansas,Rawlins County,2519
Kansas,Reno County,64511
Kansas,Republic County,4980
Kansas,Rice County,10083
Kansas,Riley County,71131
Kansas,Rooks County,5181
Kansas,Rush County,3307
Kansas,Russell County,6970
Kansas,Saline County,55606
Kansas,Scott County,4936
Kansas,Sedgwick County,498365
Kansas,Seward County,22952
Kansas,Shawnee County,177934
Kansas,Sheridan County,2556
Kansas,Sherman County,6010
Kansas,Smith County,3853
Kansas,Stafford County,4437
Kansas,Stanton County,2235
Kansas,Stevens County,5724
Kansas,Sumner County,24132
Kansas,Thomas County,7900
Kansas,Trego County,3001
Kansas,Wabaunsee County,7053
Kansas,Wallace County,1485
Kansas,Washington County,5799
Kansas,Wichita County,2234
Kansas,Wilson County,9409
Kansas,Woodson County,3309
Kansas,Wyandotte County,157505
Kentucky,Adair County,18656
Kentucky,Allen County,19967
Kentucky,Anderson County,21421
Kentucky,Ballard County,8247
